CUST_CODE,SHOP_MONTH,C_YEAR,C_MONTH,PREVIOUS_MONTH,NEXT_MONTH,P_YEAR,P_MONTH
CUST0000642066,200608,2006,8,,,,
CUST0000650730,200702,2007,2,,200804,,
CUST0000655437,200605,2006,5,,,,
CUST0000673293,200704,2007,4,,,,
CUST0000695999,200608,2006,8,,200610,,
CUST0000708634,200607,2006,7,,200611,,
CUST0000709893,200608,2006,8,,,,
CUST0000738190,200611,2006,11,,,,
CUST0000742733,200612,2006,12,,200702,,
CUST0000754756,200612,2006,12,,200703,,
CUST0000758706,200611,2006,11,,200612,,
CUST0000761312,200708,2007,8,,,,
CUST0000792020,200607,2006,7,,,,
CUST0000793912,200611,2006,11,,,,
CUST0000801643,200609,2006,9,,200610,,
CUST0000806887,200801,2008,1,,,,
CUST0000809233,200611,2006,11,,200612,,
CUST0000822523,200605,2006,5,,200609,,
CUST0000833122,200705,2007,5,,200711,,
CUST0000841974,200701,2007,1,,,,
CUST0000862494,200709,2007,9,,200711,,
CUST0000873425,200608,2006,8,,200704,,
CUST0000930673,200605,2006,5,,200607,,
CUST0000940911,200609,2006,9,,200703,,
CUST0000031779,200604,2006,4,,200605,,
CUST0000045491,200606,2006,6,,200609,,
CUST0000053860,200607,2006,7,,200712,,
CUST0000057105,200607,2006,7,,200609,,
CUST0000098594,200606,2006,6,,200609,,
CUST0000141780,200604,2006,4,,200609,,
CUST0000179503,200712,2007,12,,,,
CUST0000196373,200701,2007,1,,,,
CUST0000207582,200708,2007,8,,200710,,
CUST0000223911,200703,2007,3,,200805,,
CUST0000242370,200605,2006,5,,200606,,
CUST0000258370,200609,2006,9,,,,
CUST0000276637,200604,2006,4,,200605,,
CUST0000313453,200604,2006,4,,200605,,
CUST0000396758,200605,2006,5,,,,
CUST0000399319,200605,2006,5,,,,
CUST0000413257,200712,2007,12,,,,
CUST0000415481,200605,2006,5,,200606,,
CUST0000467543,200604,2006,4,,200605,,
CUST0000472952,200604,2006,4,,,,
CUST0000475903,200607,2006,7,,200612,,
CUST0000482271,200610,2006,10,,200705,,
CUST0000482464,200711,2007,11,,200712,,
CUST0000495398,200702,2007,2,,,,
CUST0000502371,200607,2006,7,,200608,,
CUST0000503093,200604,2006,4,,200605,,
CUST0000506847,200707,2007,7,,200708,,
CUST0000513263,200607,2006,7,,,,
CUST0000513340,200707,2007,7,,,,
CUST0000543374,200610,2006,10,,200611,,
CUST0000562156,200612,2006,12,,,,
CUST0000578684,200704,2007,4,,200707,,
CUST0000590099,200612,2006,12,,200703,,
CUST0000602746,200605,2006,5,,200606,,
CUST0000604697,200609,2006,9,,200706,,
CUST0000623778,200609,2006,9,,200708,,
CUST0000631219,200608,2006,8,,,,
CUST0000639364,200612,2006,12,,200702,,
CUST0000647012,200606,2006,6,,200607,,
CUST0000666899,200604,2006,4,,200605,,
CUST0000668749,200607,2006,7,,200608,,
CUST0000684826,200702,2007,2,,,,
CUST0000687912,200612,2006,12,,200702,,
CUST0000700485,200611,2006,11,,200705,,
CUST0000709464,200606,2006,6,,200608,,
CUST0000714699,200605,2006,5,,200609,,
CUST0000723244,200704,2007,4,,,,
CUST0000736244,200604,2006,4,,200606,,
CUST0000755461,200604,2006,4,,200605,,
CUST0000775627,200802,2008,2,,,,
CUST0000785466,200604,2006,4,,,,
CUST0000788586,200605,2006,5,,200606,,
CUST0000817787,200703,2007,3,,,,
CUST0000818004,200609,2006,9,,200611,,
CUST0000826917,200702,2007,2,,200710,,
CUST0000853188,200605,2006,5,,200606,,
CUST0000853373,200611,2006,11,,,,
CUST0000858453,200612,2006,12,,200710,,
CUST0000878324,200803,2008,3,,,,
CUST0000882824,200608,2006,8,,,,
CUST0000922838,200707,2007,7,,,,
CUST0000978819,200609,2006,9,,200704,,
CUST0000988890,200712,2007,12,,200806,,
CUST0000009369,200801,2008,1,,,,
CUST0000036436,200610,2006,10,,200612,,
CUST0000044690,200608,2006,8,,200609,,
CUST0000058314,200606,2006,6,,200607,,
CUST0000061753,200607,2006,7,,,,
CUST0000122615,200606,2006,6,,200608,,
CUST0000128699,200609,2006,9,,200804,,
CUST0000139065,200609,2006,9,,,,
CUST0000153760,200604,2006,4,,200606,,
CUST0000174633,200701,2007,1,,,,
CUST0000233463,200701,2007,1,,,,
CUST0000262948,200609,2006,9,,,,
CUST0000264096,200803,2008,3,,,,
CUST0000264594,200801,2008,1,,,,
CUST0000279400,200709,2007,9,,200803,,
CUST0000310258,200608,2006,8,,200609,,
CUST0000340938,200707,2007,7,,,,
CUST0000355357,200709,2007,9,,200710,,
CUST0000372113,200802,2008,2,,200803,,
CUST0000378838,200605,2006,5,,200610,,
CUST0000379283,200706,2007,6,,200707,,
CUST0000381491,200607,2006,7,,200706,,
CUST0000428644,200702,2007,2,,,,
CUST0000441645,200606,2006,6,,200607,,
CUST0000444916,200709,2007,9,,,,
CUST0000453588,200607,2006,7,,200609,,
CUST0000455145,200604,2006,4,,200605,,
CUST0000484341,200609,2006,9,,200705,,
CUST0000487665,200709,2007,9,,200804,,
CUST0000509250,200604,2006,4,,,,
CUST0000562852,200609,2006,9,,200610,,
CUST0000566155,200605,2006,5,,200707,,
CUST0000590105,200606,2006,6,,200607,,
CUST0000594213,200609,2006,9,,200803,,
CUST0000633037,200607,2006,7,,200707,,
CUST0000642685,200705,2007,5,,200706,,
CUST0000670073,200703,2007,3,,,,
CUST0000670422,200605,2006,5,,200606,,
CUST0000675429,200712,2007,12,,200801,,
CUST0000726742,200612,2006,12,,200705,,
CUST0000735727,200610,2006,10,,200701,,
CUST0000739330,200610,2006,10,,,,
CUST0000760807,200704,2007,4,,200705,,
CUST0000784769,200802,2008,2,,200806,,
CUST0000787823,200610,2006,10,,200612,,
CUST0000799209,200609,2006,9,,,,
CUST0000806335,200707,2007,7,,200711,,
CUST0000827431,200708,2007,8,,,,
CUST0000831915,200706,2007,6,,200707,,
CUST0000843587,200710,2007,10,,,,
CUST0000847306,200803,2008,3,,200806,,
CUST0000867021,200706,2007,6,,,,
CUST0000873459,200606,2006,6,,200607,,
CUST0000878416,200604,2006,4,,200605,,
CUST0000894871,200607,2006,7,,,,
CUST0000896285,200707,2007,7,,200708,,
CUST0000896961,200604,2006,4,,200605,,
CUST0000902099,200611,2006,11,,200701,,
CUST0000914468,200709,2007,9,,,,
CUST0000915013,200707,2007,7,,200805,,
CUST0000927485,200609,2006,9,,200705,,
CUST0000934648,200608,2006,8,,,,
CUST0000943845,200605,2006,5,,200606,,
CUST0000955060,200804,2008,4,,,,
CUST0000983935,200610,2006,10,,,,
CUST0000040955,200604,2006,4,,200605,,
CUST0000048428,200604,2006,4,,200605,,
CUST0000060865,200604,2006,4,,200605,,
CUST0000063687,200708,2007,8,,,,
CUST0000078836,200609,2006,9,,200806,,
CUST0000113608,200608,2006,8,,200611,,
CUST0000123053,200604,2006,4,,200605,,
CUST0000129727,200608,2006,8,,200609,,
CUST0000137260,200604,2006,4,,200605,,
CUST0000141967,200604,2006,4,,200806,,
CUST0000153773,200803,2008,3,,,,
CUST0000164055,200702,2007,2,,,,
CUST0000176246,200705,2007,5,,,,
CUST0000180759,200803,2008,3,,,,
CUST0000184986,200708,2007,8,,,,
CUST0000209442,200606,2006,6,,200607,,
CUST0000214039,200708,2007,8,,,,
CUST0000235674,200604,2006,4,,200605,,
CUST0000250178,200606,2006,6,,200611,,
CUST0000256585,200712,2007,12,,,,
CUST0000265741,200702,2007,2,,200703,,
CUST0000273243,200708,2007,8,,200709,,
CUST0000280952,200801,2008,1,,,,
CUST0000294014,200604,2006,4,,200605,,
CUST0000315320,200701,2007,1,,200702,,
CUST0000325045,200711,2007,11,,200712,,
CUST0000342556,200711,2007,11,,,,
CUST0000359525,200612,2006,12,,200805,,
CUST0000374156,200801,2008,1,,,,
CUST0000396551,200705,2007,5,,,,
CUST0000402384,200608,2006,8,,,,
CUST0000424316,200605,2006,5,,200606,,
CUST0000436040,200611,2006,11,,,,
CUST0000441833,200608,2006,8,,,,
CUST0000443923,200604,2006,4,,200606,,
CUST0000446902,200704,2007,4,,200707,,
CUST0000451897,200609,2006,9,,200610,,
CUST0000466448,200604,2006,4,,200605,,
CUST0000485902,200604,2006,4,,200605,,
CUST0000490365,200604,2006,4,,200605,,
CUST0000495775,200802,2008,2,,,,
CUST0000514452,200803,2008,3,,,,
CUST0000567680,200701,2007,1,,,,
CUST0000587295,200802,2008,2,,,,
CUST0000601245,200704,2007,4,,,,
CUST0000610122,200604,2006,4,,200605,,
CUST0000688303,200706,2007,6,,,,
CUST0000692133,200711,2007,11,,,,
CUST0000745547,200605,2006,5,,200705,,
CUST0000746146,200710,2007,10,,,,
CUST0000766572,200606,2006,6,,,,
CUST0000770037,200605,2006,5,,200608,,
CUST0000774572,200608,2006,8,,200706,,
CUST0000777534,200606,2006,6,,200607,,
CUST0000782031,200704,2007,4,,,,
CUST0000792431,200604,2006,4,,200605,,
CUST0000813630,200709,2007,9,,,,
CUST0000867613,200705,2007,5,,,,
CUST0000879422,200701,2007,1,,,,
CUST0000888539,200802,2008,2,,200803,,
CUST0000896306,200604,2006,4,,200605,,
CUST0000913977,200802,2008,2,,,,
CUST0000932110,200609,2006,9,,200611,,
CUST0000940241,200604,2006,4,,200605,,
CUST0000950739,200612,2006,12,,200701,,
CUST0000958950,200606,2006,6,,200608,,
CUST0000971804,200607,2006,7,,,,
CUST0000990964,200708,2007,8,,,,
CUST0000994603,200609,2006,9,,,,
CUST0000994908,200607,2006,7,,200612,,
CUST0000070552,200709,2007,9,,200710,,
CUST0000074539,200608,2006,8,,,,
CUST0000119697,200609,2006,9,,200711,,
CUST0000162076,200803,2008,3,,,,
CUST0000205748,200710,2007,10,,,,
CUST0000263490,200604,2006,4,,200606,,
CUST0000275796,200604,2006,4,,200605,,
CUST0000283997,200608,2006,8,,200710,,
CUST0000287610,200706,2007,6,,,,
CUST0000303903,200607,2006,7,,200611,,
CUST0000304480,200604,2006,4,,200605,,
CUST0000311602,200605,2006,5,,200606,,
CUST0000320397,200608,2006,8,,200711,,
CUST0000321547,200701,2007,1,,200806,,
CUST0000324730,200609,2006,9,,200707,,
CUST0000328079,200709,2007,9,,200711,,
CUST0000349675,200705,2007,5,,,,
CUST0000359471,200611,2006,11,,200806,,
CUST0000394937,200708,2007,8,,,,
CUST0000405731,200612,2006,12,,200706,,
CUST0000410281,200701,2007,1,,200707,,
CUST0000422922,200701,2007,1,,,,
CUST0000433828,200712,2007,12,,,,
CUST0000446520,200704,2007,4,,,,
CUST0000519446,200709,2007,9,,200711,,
CUST0000537835,200711,2007,11,,200804,,
CUST0000540195,200801,2008,1,,,,
CUST0000541182,200706,2007,6,,200709,,
CUST0000551229,200605,2006,5,,200607,,
CUST0000600469,200608,2006,8,,,,
CUST0000619131,200604,2006,4,,200605,,
CUST0000622514,200803,2008,3,,,,
CUST0000640319,200707,2007,7,,,,
CUST0000661427,200604,2006,4,,200605,,
CUST0000662504,200607,2006,7,,,,
CUST0000706249,200605,2006,5,,200607,,
CUST0000733809,200605,2006,5,,200703,,
CUST0000757938,200708,2007,8,,200710,,
CUST0000773601,200605,2006,5,,200606,,
CUST0000774516,200705,2007,5,,,,
CUST0000784384,200608,2006,8,,,,
CUST0000795305,200611,2006,11,,200803,,
CUST0000796427,200702,2007,2,,200703,,
CUST0000804061,200611,2006,11,,200706,,
CUST0000813838,200605,2006,5,,200607,,
CUST0000820720,200610,2006,10,,,,
CUST0000939563,200604,2006,4,,200606,,
CUST0000942094,200803,2008,3,,,,
CUST0000944214,200609,2006,9,,200802,,
CUST0000970221,200701,2007,1,,200706,,
CUST0000970442,200710,2007,10,,200711,,
CUST0000975635,200605,2006,5,,200606,,
CUST0000006052,200612,2006,12,,,,
CUST0000006617,200612,2006,12,,,,
CUST0000012035,200701,2007,1,,,,
CUST0000029792,200607,2006,7,,200609,,
CUST0000061443,200604,2006,4,,,,
CUST0000063931,200604,2006,4,,200605,,
CUST0000124175,200609,2006,9,,200702,,
CUST0000124761,200702,2007,2,,,,
CUST0000153421,200606,2006,6,,200607,,
CUST0000164242,200606,2006,6,,200711,,
CUST0000166864,200610,2006,10,,200705,,
CUST0000195728,200605,2006,5,,,,
CUST0000196391,200606,2006,6,,200610,,
CUST0000199143,200706,2007,6,,200805,,
CUST0000199923,200604,2006,4,,200605,,
CUST0000200908,200605,2006,5,,200607,,
CUST0000230560,200710,2007,10,,,,
CUST0000238234,200801,2008,1,,,,
CUST0000240230,200606,2006,6,,,,
CUST0000244542,200604,2006,4,,200605,,
CUST0000256745,200605,2006,5,,200606,,
CUST0000257202,200711,2007,11,,200712,,
CUST0000287110,200703,2007,3,,,,
CUST0000288043,200709,2007,9,,,,
CUST0000331019,200605,2006,5,,200704,,
CUST0000336069,200610,2006,10,,,,
CUST0000343600,200705,2007,5,,,,
CUST0000352552,200711,2007,11,,,,
CUST0000352793,200607,2006,7,,200802,,
CUST0000376498,200612,2006,12,,200705,,
CUST0000384188,200608,2006,8,,,,
CUST0000387272,200606,2006,6,,200806,,
CUST0000393447,200701,2007,1,,,,
CUST0000403903,200803,2008,3,,,,
CUST0000404658,200604,2006,4,,200605,,
CUST0000421273,200605,2006,5,,200608,,
CUST0000426701,200611,2006,11,,200612,,
CUST0000428851,200605,2006,5,,200606,,
CUST0000443217,200605,2006,5,,,,
CUST0000490071,200701,2007,1,,200704,,
CUST0000515665,200605,2006,5,,200606,,
CUST0000533135,200612,2006,12,,200805,,
CUST0000540426,200712,2007,12,,200801,,
CUST0000561716,200712,2007,12,,200804,,
CUST0000564512,200605,2006,5,,200705,,
CUST0000565383,200608,2006,8,,,,
CUST0000584591,200611,2006,11,,200701,,
CUST0000614723,200707,2007,7,,,,
CUST0000631886,200704,2007,4,,200708,,
CUST0000638194,200712,2007,12,,,,
CUST0000664023,200801,2008,1,,200802,,
CUST0000678931,200802,2008,2,,,,
CUST0000745448,200605,2006,5,,200607,,
CUST0000758391,200605,2006,5,,200607,,
CUST0000765119,200604,2006,4,,200607,,
CUST0000781088,200701,2007,1,,,,
CUST0000793932,200711,2007,11,,200712,,
CUST0000797618,200612,2006,12,,200709,,
CUST0000799033,200710,2007,10,,200711,,
CUST0000804573,200604,2006,4,,200605,,
CUST0000829885,200609,2006,9,,200610,,
CUST0000831683,200705,2007,5,,200706,,
CUST0000855762,200609,2006,9,,200703,,
CUST0000883706,200708,2007,8,,200712,,
CUST0000884144,200708,2007,8,,,,
CUST0000906002,200609,2006,9,,200610,,
CUST0000917992,200604,2006,4,,200605,,
CUST0000936051,200701,2007,1,,200709,,
CUST0000937347,200606,2006,6,,,,
CUST0000997232,200702,2007,2,,,,
CUST0000007993,200703,2007,3,,,,
CUST0000017570,200605,2006,5,,200606,,
CUST0000025985,200708,2007,8,,,,
CUST0000049643,200604,2006,4,,200607,,
CUST0000081263,200703,2007,3,,200704,,
CUST0000102227,200711,2007,11,,200712,,
CUST0000142044,200604,2006,4,,200605,,
CUST0000151410,200610,2006,10,,200706,,
CUST0000163807,200702,2007,2,,,,
CUST0000179179,200611,2006,11,,200612,,
CUST0000181755,200604,2006,4,,200605,,
CUST0000199419,200707,2007,7,,,,
CUST0000310750,200702,2007,2,,200805,,
CUST0000315497,200712,2007,12,,,,
CUST0000318304,200606,2006,6,,200703,,
CUST0000329185,200604,2006,4,,200803,,
CUST0000371746,200712,2007,12,,,,
CUST0000372098,200604,2006,4,,,,
CUST0000382236,200610,2006,10,,200611,,
CUST0000414643,200704,2007,4,,,,
CUST0000416013,200610,2006,10,,200612,,
CUST0000428504,200604,2006,4,,200605,,
CUST0000437165,200610,2006,10,,200611,,
CUST0000486391,200604,2006,4,,200605,,
CUST0000495847,200609,2006,9,,,,
CUST0000496338,200712,2007,12,,,,
CUST0000501352,200604,2006,4,,200605,,
CUST0000502587,200606,2006,6,,200803,,
CUST0000512329,200610,2006,10,,200612,,
CUST0000537584,200612,2006,12,,,,
CUST0000554024,200604,2006,4,,200605,,
CUST0000570152,200707,2007,7,,,,
CUST0000578990,200604,2006,4,,200605,,
CUST0000587601,200604,2006,4,,200605,,
CUST0000632878,200607,2006,7,,200610,,
CUST0000634424,200604,2006,4,,200605,,
CUST0000659991,200711,2007,11,,,,
CUST0000674714,200711,2007,11,,200804,,
CUST0000699773,200610,2006,10,,200612,,
CUST0000707840,200607,2006,7,,,,
CUST0000726307,200705,2007,5,,200805,,
CUST0000741711,200604,2006,4,,200607,,
CUST0000747842,200707,2007,7,,200805,,
CUST0000753884,200611,2006,11,,200703,,
CUST0000761056,200607,2006,7,,200711,,
CUST0000768789,200605,2006,5,,200606,,
CUST0000783982,200801,2008,1,,,,
CUST0000793421,200605,2006,5,,200608,,
CUST0000814193,200609,2006,9,,,,
CUST0000817655,200609,2006,9,,200706,,
CUST0000846607,200707,2007,7,,,,
CUST0000863570,200604,2006,4,,,,
CUST0000895635,200803,2008,3,,,,
CUST0000911512,200612,2006,12,,,,
CUST0000927807,200802,2008,2,,200803,,
CUST0000940365,200708,2007,8,,,,
CUST0000959017,200706,2007,6,,200708,,
CUST0000961050,200604,2006,4,,200605,,
CUST0000994038,200608,2006,8,,200609,,
CUST0000996042,200701,2007,1,,200702,,
CUST0000032179,200605,2006,5,,200607,,
CUST0000071969,200701,2007,1,,200702,,
CUST0000083425,200612,2006,12,,,,
CUST0000101944,200706,2007,6,,,,
CUST0000105568,200704,2007,4,,200705,,
CUST0000107633,200610,2006,10,,200611,,
CUST0000125353,200611,2006,11,,200612,,
CUST0000127838,200703,2007,3,,,,
CUST0000147574,200604,2006,4,,200605,,
CUST0000203216,200604,2006,4,,200605,,
CUST0000210836,200703,2007,3,,200704,,
CUST0000215125,200708,2007,8,,,,
CUST0000235688,200610,2006,10,,,,
CUST0000252070,200711,2007,11,,200802,,
CUST0000257488,200802,2008,2,,200806,,
CUST0000272029,200611,2006,11,,200703,,
CUST0000295568,200610,2006,10,,200806,,
CUST0000296815,200709,2007,9,,200803,,
CUST0000306717,200701,2007,1,,200707,,
CUST0000335996,200607,2006,7,,200609,,
CUST0000339040,200606,2006,6,,200609,,
CUST0000346556,200710,2007,10,,,,
CUST0000351785,200704,2007,4,,,,
CUST0000352239,200604,2006,4,,200605,,
CUST0000352929,200604,2006,4,,200605,,
CUST0000398217,200612,2006,12,,,,
CUST0000402818,200803,2008,3,,200805,,
CUST0000407466,200712,2007,12,,,,
CUST0000444056,200606,2006,6,,200608,,
CUST0000474891,200704,2007,4,,,,
CUST0000498685,200803,2008,3,,,,
CUST0000505771,200802,2008,2,,200803,,
CUST0000520069,200710,2007,10,,,,
CUST0000524616,200710,2007,10,,,,
CUST0000524728,200604,2006,4,,200605,,
CUST0000556111,200606,2006,6,,200608,,
CUST0000563125,200604,2006,4,,200605,,
CUST0000574581,200604,2006,4,,200605,,
CUST0000618203,200709,2007,9,,,,
CUST0000621258,200610,2006,10,,,,
CUST0000629006,200703,2007,3,,200705,,
CUST0000657875,200608,2006,8,,200612,,
CUST0000661697,200710,2007,10,,,,
CUST0000662600,200707,2007,7,,200708,,
CUST0000667401,200610,2006,10,,,,
CUST0000679785,200708,2007,8,,,,
CUST0000691438,200605,2006,5,,200807,,
CUST0000696475,200708,2007,8,,200710,,
CUST0000700644,200604,2006,4,,200605,,
CUST0000705466,200605,2006,5,,200606,,
CUST0000710138,200604,2006,4,,200605,,
CUST0000738225,200609,2006,9,,,,
CUST0000751735,200607,2006,7,,,,
CUST0000765440,200609,2006,9,,200610,,
CUST0000767245,200804,2008,4,,,,
CUST0000772225,200801,2008,1,,,,
CUST0000792239,200802,2008,2,,,,
CUST0000809847,200707,2007,7,,200708,,
CUST0000813867,200711,2007,11,,,,
CUST0000882344,200612,2006,12,,200706,,
CUST0000890485,200607,2006,7,,,,
CUST0000904641,200609,2006,9,,200803,,
CUST0000909162,200706,2007,6,,200806,,
CUST0000920898,200708,2007,8,,,,
CUST0000937797,200802,2008,2,,200803,,
CUST0000939587,200604,2006,4,,200605,,
CUST0000940460,200709,2007,9,,,,
CUST0000947694,200610,2006,10,,200612,,
CUST0000954823,200605,2006,5,,200606,,
CUST0000031233,200605,2006,5,,200609,,
CUST0000038488,200701,2007,1,,200703,,
CUST0000038720,200606,2006,6,,200702,,
CUST0000041470,200609,2006,9,,200701,,
CUST0000058515,200606,2006,6,,200609,,
CUST0000068327,200604,2006,4,,200608,,
CUST0000076365,200604,2006,4,,200605,,
CUST0000095303,200701,2007,1,,200703,,
CUST0000121847,200802,2008,2,,,,
CUST0000125691,200608,2006,8,,200609,,
CUST0000141065,200609,2006,9,,,,
CUST0000170198,200604,2006,4,,200605,,
CUST0000184875,200607,2006,7,,200608,,
CUST0000188382,200701,2007,1,,,,
CUST0000192392,200608,2006,8,,200609,,
CUST0000215981,200609,2006,9,,,,
CUST0000224606,200803,2008,3,,,,
CUST0000225249,200803,2008,3,,,,
CUST0000226699,200702,2007,2,,,,
CUST0000228015,200711,2007,11,,200803,,
CUST0000252012,200610,2006,10,,,,
CUST0000260178,200701,2007,1,,,,
CUST0000286116,200711,2007,11,,200712,,
CUST0000290744,200609,2006,9,,200710,,
CUST0000297236,200802,2008,2,,,,
CUST0000331764,200709,2007,9,,200712,,
CUST0000343031,200708,2007,8,,,,
CUST0000365371,200607,2006,7,,200702,,
CUST0000388638,200609,2006,9,,,,
CUST0000411230,200710,2007,10,,,,
CUST0000436891,200606,2006,6,,200607,,
CUST0000445148,200604,2006,4,,200605,,
CUST0000450690,200701,2007,1,,200707,,
CUST0000484734,200604,2006,4,,,,
CUST0000498546,200604,2006,4,,200608,,
CUST0000510825,200604,2006,4,,,,
CUST0000514137,200604,2006,4,,,,
CUST0000544241,200604,2006,4,,200605,,
CUST0000548902,200802,2008,2,,200805,,
CUST0000557339,200705,2007,5,,,,
CUST0000574268,200611,2006,11,,,,
CUST0000574963,200605,2006,5,,200608,,
CUST0000586657,200801,2008,1,,,,
CUST0000589014,200706,2007,6,,,,
CUST0000618042,200609,2006,9,,200806,,
CUST0000632124,200610,2006,10,,200702,,
CUST0000650619,200708,2007,8,,,,
CUST0000652745,200608,2006,8,,200609,,
CUST0000658032,200604,2006,4,,200805,,
CUST0000659683,200605,2006,5,,200606,,
CUST0000666571,200604,2006,4,,200606,,
CUST0000672365,200608,2006,8,,,,
CUST0000679456,200606,2006,6,,,,
CUST0000694668,200604,2006,4,,200605,,
CUST0000695028,200604,2006,4,,200707,,
CUST0000731575,200707,2007,7,,,,
CUST0000735655,200705,2007,5,,200709,,
CUST0000758585,200709,2007,9,,,,
CUST0000759992,200711,2007,11,,200801,,
CUST0000762058,200709,2007,9,,200710,,
CUST0000762274,200608,2006,8,,,,
CUST0000794594,200604,2006,4,,,,
CUST0000827074,200606,2006,6,,200607,,
CUST0000833037,200607,2006,7,,200608,,
CUST0000838387,200605,2006,5,,200609,,
CUST0000865076,200608,2006,8,,200804,,
CUST0000883629,200801,2008,1,,200802,,
CUST0000902675,200803,2008,3,,,,
CUST0000903129,200612,2006,12,,,,
CUST0000932404,200709,2007,9,,200711,,
CUST0000941759,200608,2006,8,,,,
CUST0000972293,200709,2007,9,,,,
CUST0000977981,200606,2006,6,,,,
CUST0000009859,200605,2006,5,,200606,,
CUST0000031316,200606,2006,6,,200610,,
CUST0000041672,200605,2006,5,,200702,,
CUST0000043264,200611,2006,11,,200701,,
CUST0000071515,200611,2006,11,,,,
CUST0000071947,200605,2006,5,,200606,,
CUST0000078129,200612,2006,12,,200711,,
CUST0000096328,200610,2006,10,,200709,,
CUST0000153531,200710,2007,10,,,,
CUST0000157296,200604,2006,4,,200605,,
CUST0000159136,200604,2006,4,,200605,,
CUST0000180383,200704,2007,4,,,,
CUST0000195321,200606,2006,6,,200607,,
CUST0000201206,200701,2007,1,,200703,,
CUST0000202517,200608,2006,8,,200611,,
CUST0000209411,200608,2006,8,,200609,,
CUST0000220449,200610,2006,10,,200704,,
CUST0000269470,200702,2007,2,,200711,,
CUST0000277985,200607,2006,7,,200608,,
CUST0000298604,200609,2006,9,,200710,,
CUST0000299022,200605,2006,5,,200606,,
CUST0000355900,200605,2006,5,,200606,,
CUST0000376524,200708,2007,8,,200710,,
CUST0000384274,200605,2006,5,,200606,,
CUST0000398047,200707,2007,7,,200802,,
CUST0000399126,200612,2006,12,,,,
CUST0000402925,200604,2006,4,,200605,,
CUST0000405961,200609,2006,9,,200712,,
CUST0000433827,200702,2007,2,,,,
CUST0000447818,200610,2006,10,,200709,,
CUST0000470705,200609,2006,9,,200610,,
CUST0000475538,200612,2006,12,,200702,,
CUST0000484603,200705,2007,5,,,,
CUST0000495463,200611,2006,11,,,,
CUST0000541503,200605,2006,5,,200606,,
CUST0000579643,200701,2007,1,,200704,,
CUST0000583856,200608,2006,8,,,,
CUST0000607180,200604,2006,4,,200605,,
CUST0000629745,200705,2007,5,,200706,,
CUST0000653126,200708,2007,8,,200709,,
CUST0000654710,200704,2007,4,,200802,,
CUST0000661225,200611,2006,11,,200612,,
CUST0000673264,200706,2007,6,,,,
CUST0000687519,200604,2006,4,,200605,,
CUST0000739648,200608,2006,8,,,,
CUST0000741858,200705,2007,5,,,,
CUST0000744374,200604,2006,4,,200605,,
CUST0000747393,200604,2006,4,,200605,,
CUST0000794855,200610,2006,10,,200611,,
CUST0000844335,200611,2006,11,,200703,,
CUST0000875791,200605,2006,5,,200607,,
CUST0000914076,200612,2006,12,,200701,,
CUST0000914968,200609,2006,9,,200610,,
CUST0000924249,200612,2006,12,,200803,,
CUST0000928724,200611,2006,11,,,,
CUST0000936026,200707,2007,7,,,,
CUST0000940011,200606,2006,6,,200610,,
CUST0000940438,200701,2007,1,,200801,,
CUST0000956303,200605,2006,5,,,,
CUST0000975870,200604,2006,4,,200605,,
CUST0000982534,200712,2007,12,,,,
CUST0000982838,200709,2007,9,,,,
CUST0000013748,200604,2006,4,,200709,,
CUST0000018427,200705,2007,5,,,,
CUST0000019742,200704,2007,4,,,,
CUST0000049894,200611,2006,11,,200612,,
CUST0000057656,200612,2006,12,,200704,,
CUST0000066180,200609,2006,9,,200702,,
CUST0000068151,200604,2006,4,,200608,,
CUST0000089691,200604,2006,4,,200605,,
CUST0000147735,200711,2007,11,,200801,,
CUST0000151417,200703,2007,3,,200707,,
CUST0000166782,200703,2007,3,,200706,,
CUST0000167190,200604,2006,4,,200605,,
CUST0000262098,200606,2006,6,,200806,,
CUST0000285810,200607,2006,7,,200608,,
CUST0000293820,200606,2006,6,,200609,,
CUST0000330158,200605,2006,5,,200606,,
CUST0000333717,200605,2006,5,,,,
CUST0000335958,200606,2006,6,,200608,,
CUST0000343114,200708,2007,8,,,,
CUST0000352619,200606,2006,6,,200802,,
CUST0000362506,200711,2007,11,,,,
CUST0000366890,200612,2006,12,,200706,,
CUST0000409048,200610,2006,10,,200703,,
CUST0000415057,200708,2007,8,,,,
CUST0000433361,200707,2007,7,,,,
CUST0000460525,200611,2006,11,,200612,,
CUST0000472752,200701,2007,1,,,,
CUST0000533612,200710,2007,10,,,,
CUST0000539286,200605,2006,5,,200610,,
CUST0000544432,200605,2006,5,,200606,,
CUST0000553992,200609,2006,9,,200803,,
CUST0000562561,200712,2007,12,,,,
CUST0000563743,200612,2006,12,,200803,,
CUST0000571040,200607,2006,7,,200608,,
CUST0000571621,200703,2007,3,,200805,,
CUST0000590127,200610,2006,10,,200612,,
CUST0000598011,200608,2006,8,,200609,,
CUST0000647048,200704,2007,4,,,,
CUST0000651737,200706,2007,6,,200712,,
CUST0000654538,200607,2006,7,,200608,,
CUST0000657716,200802,2008,2,,,,
CUST0000684397,200604,2006,4,,,,
CUST0000727185,200610,2006,10,,,,
CUST0000741672,200605,2006,5,,200711,,
CUST0000755565,200605,2006,5,,,,
CUST0000782803,200608,2006,8,,200609,,
CUST0000785793,200705,2007,5,,200804,,
